fall2018,IE,212,"Jarrett, James"
fall2018,IE,255,"Vergara Arteaga, Hector Andres"
fall2018,IE,285,"Fan, Andy"
fall2018,IE,355,"De Szoeke, Paula"
fall2018,IE,367,"Logendran, Rasaratnam"
fall2018,IE,412,"Porter, David"
fall2018,IE,425,"Vergara Arteaga, Hector Andres"
fall2018,IE,475,"Calvo-Amodio, Francisco Javier"
fall2018,IE,497,"Hoffman, Jeffrey Alan"
fall2018,IE,512,"Porter, David"
fall2018,IE,521,"Logendran, Rasaratnam"
fall2018,IE,545,"Funk, Kenneth H"
fall2018,IE,582,"Winder, Charles"
fall2018,IE,587,"Natarajan, Ganapathy"
fall2018,IE,599,"Nembhard, David"
fall2018,MATS,321,"Xu, Donghua"
fall2018,MATS,322,"Kawasaki, Megumi"
fall2018,MATS,499,"Santala, Melissa"
fall2018,MATS,570,"Gibbons, Brady J"
fall2018,MATS,581,"Santala, Melissa"
fall2018,MATS,671,"Stehr, Christian Peter"
fall2018,ME,299,"Stehr, Christian Peter"
fall2018,ME,311,"Pence, Deborah V"
fall2018,ME,311H,"Pence, Deborah V"
fall2018,ME,316,"Greene, Rawley B"
fall2018,ME,317,"Hatton, Ross"
fall2018,ME,331,"Silliman, William J"
fall2018,ME,332,"MacCarty, Nordica"
fall2018,ME,373,"Apte, Sourabh V"
fall2018,ME,382,"DuPont, Bryony L"
fall2018,ME,382H,"DuPont, Bryony L"
fall2018,ME,383,"Campbell, Matthew I"
fall2018,ME,413,"Campbell, Scott"
fall2018,ME,420,"Albertani, Roberto"
fall2018,ME,430,"Hollinger, Geoffrey"
fall2018,ME,451,"Morrow IV, John F"
fall2018,ME,460,"Liburdy, James A"
fall2018,ME,461,"Niemeyer, Kyle"
fall2018,ME,480,"Bay, Brian K"
fall2018,ME,484,"Greene, Rawley B"
fall2018,ME,497,"Hoffman, Jeffrey Alan"
fall2018,ME,507,"DuPont, Bryony L"
fall2018,ME,520,"Albertani, Roberto"
fall2018,ME,526,"Apte, Sourabh V"
fall2018,ME,531,"Davidson, Joseph Ryan"
fall2018,ME,560,"Liburdy, James A"
fall2018,ME,561,"Niemeyer, Kyle"
fall2018,ME,580,"Bay, Brian K"
fall2018,ME,611,"Stone, Robert B"
fall2018,MFGE,285,"Fan, Andy"
fall2018,MFGE,436,"Eseonu, Chinweike I"
fall2018,MFGE,438,"Albertani, Roberto"
fall2018,MFGE,507,"Sencer, Burak"
fall2018,MFGE,535,"Haapala, Karl"
fall2018,MFGE,536,"Eseonu, Chinweike I"
fall2018,MFGE,538,"Albertani, Roberto"
fall2018,ROB,456,"Grimm, Cindy"
fall2018,ROB,507,"Grimm, Cindy"
fall2018,ROB,514,"Smart, William"
fall2018,ROB,538,"Tumer, Kagan"
fall2018,ROB,599,"Knight, Heather M"
winter2019,IE,212,"De Szoeke, Paula"
winter2019,IE,356,"Kim, David S"
winter2019,IE,366,"Zhu, Xinhui"
winter2019,IE,368,"Vergara Arteaga, Hector Andres"
winter2019,IE,380,"Funk, Kenneth H"
winter2019,IE,426,"Nembhard, David"
winter2019,IE,470,"Eseonu, Chinweike I"
winter2019,IE,471,"Nembhard, David"
winter2019,IE,497,"Hoffman, Jeffrey Alan"
winter2019,IE,498,"Hoffman, Jeffrey Alan"
winter2019,IE,552,"Natarajan, Ganapathy"
winter2019,IE,563,"Logendran, Rasaratnam"
winter2019,IE,564,"Logendran, Rasaratnam"
winter2019,IE,570,"Eseonu, Chinweike I"
winter2019,IE,571,"Nembhard, David"
winter2019,IE,575,"Calvo-Amodio, Francisco Javier"
winter2019,IE,586,"Louis, Joseph"
winter2019,IE,588,"Winder, Charles"
winter2019,IE,599,"Funk, Kenneth H"
winter2019,MATS,321,"Tucker, Julie"
