fall2018,CS,101,"VanLonden, Pam"
fall2018,CS,160H,"Parham-Mocello, Jennifer"
fall2018,CS,161,"Goins, Justin Bernell"
fall2018,CS,162,"McKinley, Douglas E"
fall2018,CS,165,"Sanandaji, Anahita"
fall2018,CS,175,"Gretes, Michael"
fall2018,CS,199,"Ianni, Eric Brandon"
fall2018,CS,261,"Hess, Robin W"
fall2018,CS,271,"Redfield, Stephen James"
fall2018,CS,290,"Hess, Robin W"
fall2018,CS,321,"Schutfort, Julianne Marie"
fall2018,CS,321H,"Schutfort, Julianne Marie"
fall2018,CS,325,"Schutfort, Julianne Marie"
fall2018,CS,340,"Ramsey, Stephen A"
fall2018,CS,344,"Brewster, Benjamin C"
fall2018,CS,361,"Brindescu, Caius"
fall2018,CS,362,"Shaik, Jaki Sharief"
fall2018,CS,370,"Bobba, Rakesh"
fall2018,CS,372,"Redfield, Stephen James"
fall2018,CS,391,"VanLonden, Pam"
fall2018,CS,419,"Tadepalli, Prasad"
fall2018,CS,444,"Montague, Kyson"
fall2018,CS,450,"Bailey, Mike"
fall2018,CS,461,"McGrath, D Kevin"
fall2018,CS,466,"Bakos, Yong J"
fall2018,CS,467,"Brewster, Benjamin C"
fall2018,CS,468,"Burnett, Margaret M"
fall2018,CS,472,"Goins, Justin Bernell"
fall2018,CS,491,"Bailey, Mike"
fall2018,CS,492,"Hubbard, Jill"
fall2018,CS,493,"Ianni, Eric Brandon"
fall2018,CS,507,"Raich, Raviv"
fall2018,CS,515,"Borradaile, Glencora"
fall2018,CS,519,"Tadepalli, Prasad"
fall2018,CS,534,"Fern, Xiaoli Z"
fall2018,CS,544,"Montague, Kyson"
fall2018,CS,550,"Bailey, Mike"
fall2018,CS,561,"Scaffidi, Christopher Paul"
fall2018,CS,568,"Burnett, Margaret M"
fall2018,CS,572,"Goins, Justin Bernell"
fall2018,CS,578,"Bobba, Rakesh"
fall2018,CS,581,"Walkingshaw, Eric T"
fall2018,CS,599,"Mathews, V John"
fall2018,ECE,111,"Shuman, Matthew William"
fall2018,ECE,271,"Allstot, David James"
fall2018,ECE,322,"Anand, Tejasvi"
fall2018,ECE,341,"Shuman, Matthew William"
fall2018,ECE,351,"Nguyen, Thinh P"
fall2018,ECE,372,"Redfield, Stephen James"
fall2018,ECE,375,"Lee, Ben"
fall2018,ECE,416,"Conley Jr, John F"
fall2018,ECE,422,"Natarajan, Arun S"
fall2018,ECE,433,"Cotilla-Sanchez, Eduardo Jose"
fall2018,ECE,451,"Hollinger, Geoffrey"
fall2018,ECE,461,"Magana, Mario E"
fall2018,ECE,468,"Todorovic, Sinisa"
fall2018,ECE,472,"Goins, Justin Bernell"
fall2018,ECE,473,"Traylor, Roger Louis"
fall2018,ECE,499,"Bobba, Rakesh"
fall2018,ECE,507,"Raich, Raviv"
fall2018,ECE,516,"Conley Jr, John F"
fall2018,ECE,522,"Natarajan, Arun S"
fall2018,ECE,530,"Brekken, Ted K A"
fall2018,ECE,533,"Cotilla-Sanchez, Eduardo Jose"
fall2018,ECE,550,"Magana, Mario E"
fall2018,ECE,561,"Magana, Mario E"
fall2018,ECE,565,"Raich, Raviv"
fall2018,ECE,572,"Goins, Justin Bernell"
fall2018,ECE,573,"Traylor, Roger Louis"
fall2018,ECE,578,"Bobba, Rakesh"
fall2018,ECE,580,"Temes, Gabor C"
fall2018,ECE,590,"Weisshaar, Andreas"
fall2018,ECE,599,"Mathews, V John"
fall2018,ECE,614,"Cheng, Li-Jing"
winter2019,CS,101,"VanLonden, Pam"
winter2019,CS,161,"Parham-Mocello, Jennifer"
winter2019,CS,162,"Hess, Robin W"
winter2019,CS,165,"Sanandaji, Anahita"
winter2019,CS,175,"Gretes, Michael"
winter2019,CS,195,"VanLonden, Pam"
winter2019,CS,199,"Ianni, Eric Brandon"
winter2019,CS,261,"Li, Fuxin"
winter2019,CS,271,"Kalathas, Paris"
winter2019,CS,321,"Saireddy, Naimisha Reddy"
winter2019,CS,325,"Fern, Xiaoli Z"
winter2019,CS,325H,"Schutfort, Julianne Marie"
winter2019,CS,344,"Goins, Justin Bernell"
winter2019,CS,352,"Burnett, Margaret M"
winter2019,CS,361,"Hedaoo, Samarendra"
winter2019,CS,362,"Scott, Hannah"
winter2019,CS,372,"Hamdaoui, Bechir"
winter2019,CS,373,"McGrath, D Kevin"
winter2019,CS,381,"Walkingshaw, Eric T"
winter2019,CS,391,"Hess, Robin W"
winter2019,CS,419,"De Amicis, Raffaele"
winter2019,CS,420,"Schutfort, Julianne Marie"
winter2019,CS,427,"Rosulek, Michael"
winter2019,CS,440,"Termehchy, Arash"
winter2019,CS,457,"Bailey, Mike"
winter2019,CS,462,"McGrath, D Kevin"
winter2019,CS,467,"Gambord, Ryan"
winter2019,CS,476,"Hamdaoui, Bechir"
winter2019,CS,478,"Wherry, James"
winter2019,CS,492,"Hess, Robin W"
winter2019,CS,493,"Sustare, George Tyler"
winter2019,CS,507,"Raich, Raviv"
winter2019,CS,519,"Bobba, Rakesh"
winter2019,CS,520,"Schutfort, Julianne Marie"
winter2019,CS,527,"Bose, Bella"
winter2019,CS,531,"Tadepalli, Prasad"
winter2019,CS,535,"Li, Fuxin"
winter2019,CS,536,"Wong, Weng-Keen"
winter2019,CS,537,"Todorovic, Sinisa"
winter2019,CS,540,"Termehchy, Arash"
winter2019,CS,557,"Bailey, Mike"
winter2019,CS,562,"Scaffidi, Christopher Paul"
winter2019,CS,576,"Hamdaoui, Bechir"
winter2019,CS,582,"Erwig, Martin"
winter2019,ECE,112,"Gazeley, William George"
winter2019,ECE,322,"Allstot, David James"
winter2019,ECE,323,"Moon, Un-Ku"
winter2019,ECE,331,"Brekken, Ted K A"
winter2019,ECE,341,"Shuman, Matthew William"
winter2019,ECE,342,"Shuman, Matthew William"
winter2019,ECE,351,"Mathews, V John"
winter2019,ECE,352,"Kim, Jinsub"
winter2019,ECE,353,"Fu, Xiao"
winter2019,ECE,372,"Hamdaoui, Bechir"
winter2019,ECE,375,"Lee, Ben"
winter2019,ECE,391,"Weisshaar, Andreas"
winter2019,ECE,411,"Dhagat, Pallavi"
winter2019,ECE,417,"Conley Jr, John F"
winter2019,ECE,423,"Moon, Un-Ku"
winter2019,ECE,438,"Cao, Yue"
winter2019,ECE,442,"Heer, Donald Lee"
winter2019,ECE,462,"Magana, Mario E"
winter2019,ECE,464,"Raich, Raviv"
winter2019,ECE,471,"Goins, Justin Bernell"
winter2019,ECE,476,"Hamdaoui, Bechir"
winter2019,ECE,478,"Wang, Alan"
winter2019,ECE,482,"Wang, Alan"
winter2019,ECE,499,"Bobba, Rakesh"
winter2019,ECE,507,"Raich, Raviv"
winter2019,ECE,517,"Conley Jr, John F"
winter2019,ECE,523,"Moon, Un-Ku"
winter2019,ECE,536,"Cotilla-Sanchez, Eduardo Jose"
winter2019,ECE,538,"Cao, Yue"
winter2019,ECE,560,"Nguyen, Thinh P"
winter2019,ECE,562,"Magana, Mario E"
winter2019,ECE,564,"Raich, Raviv"
winter2019,ECE,566,"Nguyen, Thinh P"
winter2019,ECE,571,"Goins, Justin Bernell"
winter2019,ECE,576,"Hamdaoui, Bechir"
winter2019,ECE,582,"Wang, Alan"
winter2019,ECE,599,"Bose, Bella"
winter2019,ECE,615,"Labram, John G"
winter2019,ECE,621,"Natarajan, Arun S"
winter2019,ECE,626,"Temes, Gabor C"
winter2019,ECE,669,"Magana, Mario E"
spring2019,CS,101,"VanLonden, Pam"
spring2019,CS,161,"Hedaoo, Samarendra"
spring2019,CS,162,"Goins, Justin Bernell"
spring2019,CS,165,"Sanandaji, Anahita"
spring2019,CS,175,"Gretes, Michael"
spring2019,CS,199,"Hutchinson, Rebecca A"
spring2019,CS,261,"Todorovic, Sinisa"
spring2019,CS,271,"Goins, Justin Bernell"
spring2019,CS,290,"Hess, Robin W"
spring2019,CS,312,"Brewster, Benjamin C"
spring2019,CS,325,"Schutfort, Julianne Marie"
spring2019,CS,331,"Hutchinson, Rebecca A"
spring2019,CS,340,"Schutfort, Julianne Marie"
spring2019,CS,344,"Lawson, Tyler James"
spring2019,CS,361,"Rooker, Terry Lee"
spring2019,CS,362,"Kumaria, Ujjval"
spring2019,CS,372,"Hamdaoui, Bechir"
spring2019,CS,381,"Erwig, Martin"
spring2019,CS,391,"Wong, Weng-Keen"
spring2019,CS,391H,"Jensen, Carlos"
spring2019,CS,419,"Hendrix, David A"
spring2019,CS,434,"Fern, Xiaoli Z"
spring2019,CS,444,"Jang, Yeong Jin"
spring2019,CS,453,"Bailey, Mike"
spring2019,CS,463,"Winters, Kirsten Michelle"
spring2019,CS,464,"Hedaoo, Samarendra"
spring2019,CS,467,"Gambord, Ryan"
spring2019,CS,472,"Chen, Lizhong"
spring2019,CS,475,"Bailey, Mike"
spring2019,CS,477,"Nevin, Dave"
spring2019,CS,478,"Rosulek, Michael"
spring2019,CS,480,"Hess, Robin W"
spring2019,CS,493,"Hess, Robin W"
spring2019,CS,507,"Raich, Raviv"
spring2019,CS,517,"Rosulek, Michael"
spring2019,CS,519,"Termehchy, Arash"
spring2019,CS,533,"Fern, Alan Paul"
spring2019,CS,544,"Jang, Yeong Jin"
spring2019,CS,553,"Bailey, Mike"
spring2019,CS,563,"Dig, Daniel"
spring2019,CS,565,"Burnett, Margaret M"
spring2019,CS,570,"Chen, Lizhong"
spring2019,CS,572,"Chen, Lizhong"
spring2019,CS,575,"Bailey, Mike"
spring2019,CS,583,"Erwig, Martin"
spring2019,CS,589,"Walkingshaw, Eric T"
spring2019,CS,637,"Li, Fuxin"
spring2019,ECE,271,"Shuman, Matthew William"
spring2019,ECE,323,"Moon, Un-Ku"
spring2019,ECE,342,"Shuman, Matthew William"
spring2019,ECE,352,"Liu, Huaping"
spring2019,ECE,353,"Raich, Raviv"
spring2019,ECE,372,"Hamdaoui, Bechir"
spring2019,ECE,391,"Dong, Xuanyi"
spring2019,ECE,413,"Cheng, Li-Jing"
spring2019,ECE,418,"Labram, John G"
spring2019,ECE,431,"Cao, Yue"
spring2019,ECE,432,"Brekken, Ted K A"
spring2019,ECE,437,"Cotilla-Sanchez, Eduardo Jose"
spring2019,ECE,443,"Heer, Donald Lee"
spring2019,ECE,463,"Hamdaoui, Bechir"
spring2019,ECE,472,"Chen, Lizhong"
spring2019,ECE,474,"Singh, Gurjeet"
spring2019,ECE,478,"Rosulek, Michael"
spring2019,ECE,483,"Wang, Alan"
spring2019,ECE,485,"Weisshaar, Andreas"
spring2019,ECE,499,"Abbas, Houssam"
spring2019,ECE,507,"Raich, Raviv"
spring2019,ECE,518,"Labram, John G"
spring2019,ECE,520,"Natarajan, Arun S"
spring2019,ECE,531,"Cao, Yue"
spring2019,ECE,532,"Brekken, Ted K A"
spring2019,ECE,537,"Cotilla-Sanchez, Eduardo Jose"
spring2019,ECE,563,"Hamdaoui, Bechir"
spring2019,ECE,570,"Chen, Lizhong"
spring2019,ECE,572,"Chen, Lizhong"
spring2019,ECE,574,"Singh, Gurjeet"
spring2019,ECE,583,"Wang, Alan"
spring2019,ECE,585,"Weisshaar, Andreas"
spring2019,ECE,599,"Abbas, Houssam"
spring2019,ECE,616,"Temes, Gabor C"
spring2019,ECE,627,"Temes, Gabor C"
spring2019,ECE,669,"Liu, Huaping"
summer2019,CS,101,"VanLonden, Pam"
summer2019,CS,161,"Goins, Justin Bernell"
summer2019,CS,162,"Goins, Justin Bernell"
summer2019,CS,199,"Ianni, Eric Brandon"
summer2019,CS,261,"Kalathas, Paris"
summer2019,CS,271,"Jin, Youngbin"
summer2019,CS,321,"Schutfort, Julianne Marie"
summer2019,CS,325,"Dinkins, Taylor"
summer2019,CS,340,"Schutfort, Julianne Marie"
summer2019,CS,344,"Cuneo, Braxton Sage"
summer2019,CS,361,"Rooker, Terry Lee"
summer2019,CS,362,"Kumaria, Ujjval"
summer2019,CS,372,"Mejri, Seifeddine"
summer2019,CS,373,"McGrath, D Kevin"
summer2019,CS,381,"Young, Jeffrey"
summer2019,CS,391,"VanLonden, Pam"
summer2019,CS,467,"Gambord, Ryan"
summer2019,ECE,390,"Mahendra, Siddarth Rai"
fall2019,CS,101,"VanLonden, Pam"
fall2019,CS,160H,"Parham-Mocello, Jennifer"
fall2019,CS,161,"Song, Yipeng"
fall2019,CS,162,"Coker, Brandilyn Nicole"
fall2019,CS,175,"Gretes, Michael"
fall2019,CS,199,"Ianni, Eric Brandon"
fall2019,CS,201,"Ehsan, Samina"
fall2019,CS,261,"Hess, Robin W"
fall2019,CS,271,"Kalathas, Paris"
fall2019,CS,290,"Hess, Robin W"
fall2019,CS,321,"Schutfort, Julianne Marie"
fall2019,CS,321H,"Schutfort, Julianne Marie"
fall2019,CS,325,"Huang, Liang"
fall2019,CS,340,"Schutfort, Julianne Marie"
fall2019,CS,344,"Cuneo, Braxton Sage"
fall2019,CS,361,"Hedaoo, Samarendra"
fall2019,CS,362,"Roberts, Wendy"
fall2019,CS,370,"Bobba, Rakesh"
fall2019,CS,372,"Pfeil, William Edward"
fall2019,CS,373,"McGrath, D Kevin"
fall2019,CS,391,"Wong, Weng-Keen"
fall2019,CS,419,"Tadepalli, Prasad"
fall2019,CS,444,"Chaney, Jesse"
fall2019,CS,450,"Bailey, Mike"
fall2019,CS,453,"Zhang, Eugene"
fall2019,CS,461,"Winters, Kirsten Michelle"
fall2019,CS,466,"Bakos, Yong J"
fall2019,CS,467,"Pfeil, William Edward"
fall2019,CS,468,"Burnett, Margaret M"
fall2019,CS,472,"Goins, Justin Bernell"
fall2019,CS,491,"Bailey, Mike"
fall2019,CS,492,"Chaney, Jesse"
fall2019,CS,493,"Chaudhry, Nauman"
fall2019,CS,499,"Bakos, Yong J"
fall2019,CS,507,"Raich, Raviv"
fall2019,CS,511,"Roberts, Wendy"
fall2019,CS,515,"Nayyeri, Amir"
fall2019,CS,519,"Tadepalli, Prasad"
fall2019,CS,534,"Fern, Xiaoli Z"
fall2019,CS,539,"Huang, Liang"
fall2019,CS,544,"Chaney, Jesse"
fall2019,CS,550,"Bailey, Mike"
fall2019,CS,553,"Zhang, Eugene"
fall2019,CS,559,"Todorovic, Sinisa"
fall2019,CS,561,"Bhamidipati, Kishore"
fall2019,CS,567,"Sarma, Anita"
fall2019,CS,568,"Burnett, Margaret M"
fall2019,CS,572,"Goins, Justin Bernell"
fall2019,CS,578,"Jang, Yeong Jin"
fall2019,CS,579,"Jang, Yeong Jin"
fall2019,CS,581,"Walkingshaw, Eric T"
fall2019,ECE,271,"Shuman, Matthew William"
fall2019,ECE,272,"Shuman, Matthew William"
fall2019,ECE,322,"Anand, Tejasvi"
fall2019,ECE,341,"Shuman, Matthew William"
fall2019,ECE,351,"Nguyen, Thinh P"
fall2019,ECE,372,"Pfeil, William Edward"
fall2019,ECE,375,"Goins, Justin Bernell"
fall2019,ECE,390,"Weller, Thomas McCrea"
fall2019,ECE,411,"Dhagat, Pallavi"
fall2019,ECE,416,"Conley Jr, John F"
fall2019,ECE,422,"Natarajan, Arun S"
fall2019,ECE,431,"Cao, Yue"
fall2019,ECE,433,"Huo, Chen"
fall2019,ECE,441,"Heer, Donald Lee"
fall2019,ECE,451,"Hollinger, Geoffrey"
fall2019,ECE,461,"Magana, Mario E"
fall2019,ECE,468,"Todorovic, Sinisa"
fall2019,ECE,472,"Goins, Justin Bernell"
fall2019,ECE,473,"Traylor, Roger Louis"
fall2019,ECE,507,"Raich, Raviv"
fall2019,ECE,516,"Conley Jr, John F"
fall2019,ECE,522,"Natarajan, Arun S"
fall2019,ECE,530,"Brekken, Ted K A"
fall2019,ECE,531,"Cao, Yue"
fall2019,ECE,533,"Huo, Chen"
fall2019,ECE,550,"Magana, Mario E"
fall2019,ECE,561,"Magana, Mario E"
fall2019,ECE,565,"Raich, Raviv"
fall2019,ECE,572,"Goins, Justin Bernell"
fall2019,ECE,573,"Traylor, Roger Louis"
fall2019,ECE,578,"Temes, Gabor C"
fall2019,ECE,580,"Temes, Gabor C"
fall2019,ECE,590,"Weisshaar, Andreas"
fall2019,ECE,599,"Mathews, V John"
fall2019,ECE,611,"Labram, John G"
winter2020,CS,101,"VanLonden, Pam"
winter2020,CS,162,"Coker, Brandilyn Nicole"
winter2020,CS,195,"VanLonden, Pam"
winter2020,CS,201,"Baker, Brian O"
winter2020,CS,225,"Ehsan, Samina"
winter2020,CS,261,"Todorovic, Sinisa"
winter2020,CS,271,"Kalathas, Paris"
winter2020,CS,321,"Schutfort, Julianne Marie"
winter2020,CS,325,"Schutfort, Julianne Marie"
winter2020,CS,325H,"Nayyeri, Amir"
winter2020,CS,344,"Goins, Justin Bernell"
winter2020,CS,352,"Sarma, Anita"
winter2020,CS,361,"Rooker, Terry Lee"
winter2020,CS,362,"Rooker, Terry Lee"
winter2020,CS,372,"Hamdaoui, Bechir"
